% 1. Title: Flickr Golf Ball Images
% 
% 2. Sources:
%      (a) Creator: A. Colello
%      (b) Donor: Flickr (flickr.com)
%      (c) Date: February, 2016
% 
@RELATION golfballs

@ATTRIBUTE url  STRING
@ATTRIBUTE algorithm    STRING
@ATTRIBUTE xcenter   NUMERIC
@ATTRIBUTE ycenter   NUMERIC
@ATTRIBUTE meanpx   NUMERIC
@ATTRIBUTE medianpx   NUMERIC
@ATTRIBUTE modepx   NUMERIC
@ATTRIBUTE radius   NUMERIC
@ATTRIBUTE radiusheightpct   NUMERIC
@ATTRIBUTE radiuswidthpct  NUMERIC
@ATTRIBUTE class        {POSITIVE,NEGATIVE}

@DATA
https://farm7.staticflickr.com/6060/5911123057_037043d895.jpg,MANUAL,333,294,40.223211033,15.0,0,61,0.180473372781,0.122,POSITIVE
https://farm8.staticflickr.com/7023/6845379305_bf03af9f36.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm4.staticflickr.com/3106/2459586784_843dc652df.jpg,MANUAL,301,207,111.776631267,104.0,253,134,0.402402402402,0.268,POSITIVE
https://farm3.staticflickr.com/2257/2469289672_25e70ae282.jpg,MANUAL,248,188,71.7744285104,59.0,0,158,0.421333333333,0.316,POSITIVE
https://farm8.staticflickr.com/7023/6845379305_bf03af9f36.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm9.staticflickr.com/8287/7736076572_cc8b28969b.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm8.staticflickr.com/7174/6845379565_bb828dc7f1.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm1.staticflickr.com/323/18790636003_6828318059.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm4.staticflickr.com/3106/2459586784_843dc652df.jpg,MANUAL,305,205,112.686046512,104.0,253,129,0.387387387387,0.258,POSITIVE
https://farm7.staticflickr.com/6020/5952464709_197365a797.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm2.staticflickr.com/1321/602728336_1698ba605d.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm5.staticflickr.com/4048/4236808552_da55477e04.jpg,MANUAL,144,242,54.6226572529,25.0,0,114,0.342342342342,0.228,POSITIVE
https://farm8.staticflickr.com/7333/10467602134_90cfcb304e.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm4.staticflickr.com/3477/3747546776_7ca1cedf14.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm7.staticflickr.com/6123/5952461529_f838a76e1d.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm7.staticflickr.com/6020/5952464709_197365a797.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm4.staticflickr.com/3165/2983731035_23cf655a26.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm1.staticflickr.com/669/22976842711_26cae62ca0.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm3.staticflickr.com/2899/14287401717_88f03f20e9.jpg,MANUAL,346,305,144.34183995,150.0,157,23,0.0690690690691,0.046,POSITIVE
https://farm3.staticflickr.com/2324/2471736899_e627634f21.jpg,MANUAL,165,173,100.25,83.5,255,2,0.00600600600601,0.004,POSITIVE
https://farm3.staticflickr.com/2245/2099351112_4c62f27d6c.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm2.staticflickr.com/1411/602790510_d5af543dce.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm7.staticflickr.com/6002/5953005212_79e5df582a.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm7.staticflickr.com/6027/5952468069_58d4f427eb.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm6.staticflickr.com/5226/5851698262_73bfeffdb7.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm3.staticflickr.com/2598/5851129275_b85a1a6bbe.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
https://farm7.staticflickr.com/6132/5953007594_4fa6693585.jpg,MANUAL,0,0,?,?,?,0,?,?,NEGATIVE
